,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
78,2016,2016-08-27,1845,German Bundesliga,Hamburg SV,Ingolstadt,63.6,55.43,0.4735,0.2526,0.2739,1.34,0.89,38.0,37.2,1.0,1.0,0.37,1.18,0.68,1.47,1.05,1.05
1181,2016,2017-02-03,1845,German Bundesliga,Hamburg SV,Leverkusen,59.64,77.12,0.2668,0.4839,0.2493,1.13,1.6,45.0,27.7,1.0,0.0,1.2,0.33,1.31,0.8,1.05,0.0
1551,2016,2017-03-12,1845,German Bundesliga,Hamburg SV,M'gladbach,61.55,74.65,0.3051,0.4211,0.2737,1.09,1.3,48.0,16.6,2.0,1.0,1.48,1.8,2.35,1.06,2.1,1.05
2216,2016,2017-05-07,1845,German Bundesliga,Hamburg SV,Mainz,59.96,69.2,0.3526,0.3747,0.2727,1.21,1.24,80.0,51.7,0.0,0.0,0.41,1.41,1.33,1.23,0.0,0.0
199,2016,2016-09-17,1845,German Bundesliga,Hamburg SV,RB Leipzig,62.33,67.9,0.3882,0.3311,0.2806,1.21,1.07,38.0,35.9,0.0,4.0,1.52,2.73,1.69,0.97,0.0,3.47
933,2016,2016-12-20,1845,German Bundesliga,Hamburg SV,Schalke 04,58.68,73.47,0.2955,0.4288,0.2757,1.04,1.3,,,2.0,1.0,2.78,0.52,1.12,0.57,1.81,1.05
708,2016,2016-11-26,1845,German Bundesliga,Hamburg SV,Werder Bremen,56.36,59.95,0.3971,0.347,0.256,1.52,1.34,46.0,49.7,2.0,2.0,1.7,1.03,1.86,0.85,2.1,2.1
2383,2016,2017-05-20,1845,German Bundesliga,Hamburg SV,Wolfsburg,61.21,70.42,0.3493,0.3742,0.2766,1.17,1.2,100.0,87.2,2.0,1.0,0.72,1.44,0.5,1.54,2.1,1.05
1815,2016,2017-04-09,1845,German Bundesliga,Hertha Berlin,Augsburg,68.71,59.85,0.5594,0.1803,0.2604,1.44,0.72,5.5,66.9,2.0,0.0,1.8,0.75,1.79,0.41,2.1,0.0
1317,2016,2017-02-18,1845,German Bundesliga,Hertha Berlin,Bayern Munich,69.64,92.92,0.1662,0.5959,0.2379,0.74,1.74,59.6,9.9,1.0,1.0,0.96,1.35,0.98,1.55,1.05,1.05
936,2016,2016-12-21,1845,German Bundesliga,Hertha Berlin,Darmstadt,71.2,49.33,0.6457,0.1184,0.2359,1.53,0.56,,,2.0,0.0,2.0,1.16,1.39,0.55,2.1,0.0
1515,2016,2017-03-11,1845,German Bundesliga,Hertha Berlin,Dortmund,70.51,89.27,0.2205,0.5299,0.2496,0.95,1.64,56.2,8.2,2.0,1.0,1.82,1.16,1.15,1.99,2.1,1.05
1386,2016,2017-02-25,1845,German Bundesliga,Hertha Berlin,Eintracht Frankfurt,70.46,69.73,0.4539,0.2433,0.3028,1.14,0.74,59.7,61.0,2.0,0.0,0.74,0.59,0.76,1.22,1.77,0.0
467,2016,2016-10-22,1845,German Bundesliga,Hertha Berlin,FC Koln,71.13,71.57,0.447,0.2618,0.2912,1.21,0.86,55.4,56.6,2.0,1.0,1.29,1.13,1.11,1.11,2.1,1.05
105,2016,2016-08-28,1845,German Bundesliga,Hertha Berlin,Freiburg,69.11,69.05,0.457,0.2727,0.2703,1.37,1.01,24.5,42.4,2.0,1.0,1.04,0.37,1.68,0.73,2.1,1.05
354,2016,2016-10-01,1845,German Bundesliga,Hertha Berlin,Hamburg SV,70.33,59.67,0.5848,0.1619,0.2532,1.47,0.68,38.6,42.4,2.0,0.0,2.23,1.34,0.81,1.64,2.1,0.0
1637,2016,2017-03-31,1845,German Bundesliga,Hertha Berlin,Hoffenheim,71.45,76.03,0.3957,0.3231,0.2812,1.24,1.08,100.0,100.0,1.0,3.0,0.39,2.94,0.64,2.12,1.05,2.73
1189,2016,2017-02-04,1845,German Bundesliga,Hertha Berlin,Ingolstadt,70.79,58.88,0.5273,0.2021,0.2707,1.37,0.77,48.3,44.2,1.0,0.0,0.77,0.61,0.86,1.33,1.05,0.0
2379,2016,2017-05-20,1845,German Bundesliga,Hertha Berlin,Leverkusen,68.05,72.77,0.3976,0.3267,0.2757,1.27,1.12,0.0,0.0,2.0,6.0,3.81,4.13,1.6,1.47,2.1,5.5
585,2016,2016-11-04,1845,German Bundesliga,Hertha Berlin,M'gladbach,70.5,73.4,0.4198,0.2861,0.2941,1.16,0.92,54.2,39.4,3.0,0.0,1.51,0.8,1.27,1.08,2.8,0.0
740,2016,2016-11-27,1845,German Bundesliga,Hertha Berlin,Mainz,72.48,68.04,0.5438,0.2013,0.2549,1.47,0.91,54.5,29.9,2.0,1.0,2.15,1.42,1.04,0.38,2.1,1.05
2177,2016,2017-05-06,1845,German Bundesliga,Hertha Berlin,RB Leipzig,68.71,76.36,0.3552,0.3497,0.2951,1.07,1.04,0.0,0.0,1.0,4.0,0.27,1.55,0.59,1.47,1.05,3.19
231,2016,2016-09-18,1845,German Bundesliga,Hertha Berlin,Schalke 04,70.68,70.64,0.4791,0.2443,0.2767,1.29,0.93,48.0,33.9,2.0,0.0,0.78,0.51,0.65,0.52,2.0,0.0
841,2016,2016-12-10,1845,German Bundesliga,Hertha Berlin,Werder Bremen,73.77,60.22,0.6244,0.1544,0.2213,1.86,0.88,64.9,40.7,0.0,1.0,0.57,1.49,1.48,0.95,0.0,1.05
1961,2016,2017-04-22,1845,German Bundesliga,Hertha Berlin,Wolfsburg,68.76,71.52,0.4192,0.2984,0.2824,1.24,1.0,1.3,28.8,1.0,0.0,2.07,1.41,1.32,0.77,1.05,0.0
2381,2016,2017-05-20,1845,German Bundesliga,Hoffenheim,Augsburg,78.34,61.59,0.7086,0.1033,0.1881,1.93,0.76,0.0,7.7,0.0,0.0,0.88,0.27,1.66,1.04,0.0,0.0
1720,2016,2017-04-04,1845,German Bundesliga,Hoffenheim,Bayern Munich,77.97,95.52,0.1686,0.6177,0.2137,0.96,2.06,,,1.0,0.0,0.9,2.24,0.67,3.16,1.05,0.0
1318,2016,2017-02-18,1845,German Bundesliga,Hoffenheim,Darmstadt,73.98,47.25,0.7249,0.0919,0.1832,1.97,0.68,68.5,18.0,2.0,0.0,1.67,0.45,1.64,0.57,1.58,0.0
883,2016,2016-12-16,1845,German Bundesliga,Hoffenheim,Dortmund,72.59,87.26,0.2522,0.5266,0.2212,1.37,1.97,67.7,49.0,2.0,2.0,1.61,1.55,1.49,1.11,2.1,2.1
2127,2016,2017-04-30,1845,German Bundesliga,Hoffenheim,Eintracht Frankfurt,77.7,70.14,0.5546,0.1917,0.2537,1.54,0.81,1.7,0.0,1.0,0.0,0.7,0.2,1.22,0.09,1.05,0.0
766,2016,2016-12-03,1845,German Bundesliga,Hoffenheim,FC Koln,70.73,72.02,0.4307,0.3019,0.2674,1.42,1.1,48.4,53.5,4.0,0.0,1.82,2.11,1.04,1.12,3.72,0.0
405,2016,2016-10-15,1845,German Bundesliga,Hoffenheim,Freiburg,66.84,68.74,0.4397,0.312,0.2482,1.6,1.31,23.8,33.7,2.0,1.0,2.06,0.96,1.13,0.99,2.1,1.05
674,2016,2016-11-20,1845,German Bundesliga,Hoffenheim,Hamburg SV,71.96,55.12,0.6803,0.121,0.1988,1.93,0.78,49.3,36.3,2.0,2.0,2.16,2.02,1.94,1.49,2.1,2.1
556,2016,2016-10-30,1845,German Bundesliga,Hoffenheim,Hertha Berlin,70.23,71.37,0.4363,0.3008,0.2629,1.46,1.13,54.2,65.3,1.0,0.0,2.53,0.26,1.49,0.91,1.05,0.0
1443,2016,2017-03-04,1845,German Bundesliga,Hoffenheim,Ingolstadt,75.03,59.0,0.5925,0.1681,0.2393,1.61,0.8,75.1,56.8,5.0,2.0,2.03,0.82,1.25,0.74,4.57,2.1
1572,2016,2017-03-18,1845,German Bundesliga,Hoffenheim,Leverkusen,75.73,75.7,0.4618,0.2933,0.2449,1.65,1.28,85.2,11.0,1.0,0.0,1.58,0.93,1.39,1.28,1.05,0.0
1870,2016,2017-04-15,1845,German Bundesliga,Hoffenheim,M'gladbach,77.62,73.48,0.5156,0.2281,0.2564,1.54,0.96,20.1,5.1,5.0,3.0,1.72,2.34,1.48,1.13,4.64,3.15
1191,2016,2017-02-04,1845,German Bundesliga,Hoffenheim,Mainz,73.76,66.7,0.5578,0.2032,0.2391,1.67,0.97,68.9,9.2,4.0,0.0,2.34,1.06,0.97,1.2,2.98,0.0
108,2016,2016-08-28,1845,German Bundesliga,Hoffenheim,RB Leipzig,66.06,66.11,0.4601,0.2819,0.258,1.5,1.12,31.9,28.6,2.0,2.0,1.08,2.39,0.93,1.48,2.1,2.1
316,2016,2016-09-25,1845,German Bundesliga,Hoffenheim,Schalke 04,66.09,68.72,0.4344,0.3144,0.2512,1.55,1.3,29.5,28.1,2.0,1.0,1.7,1.24,0.57,1.37,2.1,1.05
937,2016,2016-12-21,1845,German Bundesliga,Hoffenheim,Werder Bremen,73.24,61.39,0.6221,0.1708,0.2071,2.05,1.08,,,1.0,1.0,1.38,0.65,0.95,1.3,1.05,1.05
197,2016,2016-09-17,1845,German Bundesliga,Hoffenheim,Wolfsburg,66.4,75.57,0.3431,0.4119,0.245,1.48,1.58,28.3,56.8,0.0,0.0,1.82,2.67,0.93,2.21,0.0,0.0
589,2016,2016-11-05,1845,German Bundesliga,Ingolstadt,Augsburg,55.38,64.51,0.4181,0.2973,0.2846,1.22,0.96,52.3,33.9,0.0,2.0,0.68,1.11,1.44,0.85,0.0,1.59
1260,2016,2017-02-11,1845,German Bundesliga,Ingolstadt,Bayern Munich,59.0,92.12,0.1541,0.6296,0.2163,0.76,1.96,48.1,41.4,0.0,2.0,0.55,2.06,0.73,2.13,0.0,1.58
1822,2016,2017-04-09,1845,German Bundesliga,Ingolstadt,Darmstadt,61.6,43.92,0.6531,0.1285,0.2185,1.77,0.68,67.9,0.2,3.0,2.0,3.51,0.97,2.22,0.16,3.15,2.1
465,2016,2016-10-22,1845,German Bundesliga,Ingolstadt,Dortmund,55.32,88.29,0.1807,0.6022,0.2171,0.9,2.0,44.2,41.5,3.0,3.0,1.73,3.02,1.06,3.72,3.15,3.15
241,2016,2016-09-20,1845,German Bundesliga,Ingolstadt,Eintracht Frankfurt,58.01,66.74,0.4217,0.2982,0.2801,1.26,1.0,,,0.0,2.0,0.87,0.51,1.52,0.62,0.0,2.1
1526,2016,2017-03-11,1845,German Bundesliga,Ingolstadt,FC Koln,58.2,70.26,0.3774,0.3319,0.2907,1.14,1.0,52.4,23.8,2.0,2.0,1.58,1.21,3.71,0.49,2.1,2.1
940,2016,2016-12-21,1845,German Bundesliga,Ingolstadt,Freiburg,59.21,66.28,0.4369,0.295,0.268,1.39,1.07,,,1.0,2.0,1.22,1.59,1.73,0.92,1.05,2.1
1130,2016,2017-01-28,1845,German Bundesliga,Ingolstadt,Hamburg SV,58.21,60.36,0.4976,0.234,0.2684,1.4,0.87,62.5,59.8,3.0,1.0,1.39,0.58,0.85,1.3,3.15,1.05
132,2016,2016-09-10,1845,German Bundesliga,Ingolstadt,Hertha Berlin,56.44,69.72,0.368,0.3351,0.2969,1.07,0.97,36.0,37.6,0.0,2.0,1.02,0.74,1.36,0.83,0.0,1.7
352,2016,2016-10-01,1845,German Bundesliga,Ingolstadt,Hoffenheim,56.39,66.3,0.4099,0.3242,0.266,1.37,1.18,44.9,24.4,1.0,2.0,2.2,2.42,1.94,1.28,1.05,2.1
2161,2016,2017-05-06,1845,German Bundesliga,Ingolstadt,Leverkusen,59.54,71.99,0.3757,0.3674,0.2569,1.41,1.36,71.8,1.3,1.0,1.0,0.52,0.97,1.33,1.18,1.05,1.05
1408,2016,2017-02-26,1845,German Bundesliga,Ingolstadt,M'gladbach,60.03,72.0,0.3766,0.3301,0.2933,1.12,0.99,55.3,7.7,0.0,2.0,0.96,1.34,2.08,0.99,0.0,1.58
1693,2016,2017-04-02,1845,German Bundesliga,Ingolstadt,Mainz,60.43,65.84,0.4593,0.2678,0.2729,1.35,0.96,49.6,28.8,2.0,1.0,1.48,0.84,1.09,0.98,2.1,1.05
829,2016,2016-12-10,1845,German Bundesliga,Ingolstadt,RB Leipzig,55.65,78.52,0.2663,0.4658,0.2679,1.01,1.39,51.4,51.3,1.0,0.0,0.61,1.42,0.95,1.17,1.05,0.0
2382,2016,2017-05-20,1845,German Bundesliga,Ingolstadt,Schalke 04,60.22,71.68,0.3853,0.3458,0.2688,1.32,1.2,0.0,0.0,1.0,1.0,2.58,0.93,1.74,0.96,1.05,1.05
1959,2016,2017-04-22,1845,German Bundesliga,Ingolstadt,Werder Bremen,60.18,70.47,0.4006,0.348,0.2514,1.51,1.37,70.7,0.1,2.0,4.0,2.27,2.18,1.73,1.15,2.1,3.68
707,2016,2016-11-26,1845,German Bundesliga,Ingolstadt,Wolfsburg,54.78,71.56,0.3351,0.3877,0.2772,1.13,1.21,48.1,23.2,1.0,1.0,3.61,0.59,2.01,0.67,1.05,1.05
257,2016,2016-09-21,1845,German Bundesliga,Leverkusen,Augsburg,78.88,64.54,0.6801,0.1174,0.2025,1.83,0.77,,,0.0,0.0,2.18,0.28,1.77,0.35,0.0,0.0
1888,2016,2017-04-15,1845,German Bundesliga,Leverkusen,Bayern Munich,74.91,95.02,0.1604,0.6372,0.2024,0.95,2.19,0.6,0.5,0.0,0.0,0.41,2.4,1.14,2.07,0.0,0.0
591,2016,2016-11-05,1845,German Bundesliga,Leverkusen,Darmstadt,79.8,51.31,0.7575,0.0705,0.1719,1.95,0.57,56.7,41.1,3.0,2.0,0.82,0.9,1.68,0.61,3.15,2.1
364,2016,2016-10-01,1845,German Bundesliga,Leverkusen,Dortmund,80.01,89.25,0.2954,0.4608,0.2438,1.38,1.67,66.8,44.2,2.0,0.0,1.33,0.68,1.42,1.56,1.89,0.0
1257,2016,2017-02-11,1845,German Bundesliga,Leverkusen,Eintracht Frankfurt,76.11,72.91,0.4845,0.2419,0.2735,1.4,0.88,14.2,71.5,3.0,0.0,2.42,0.79,1.4,0.85,2.96,0.0
2265,2016,2017-05-13,1845,German Bundesliga,Leverkusen,FC Koln,72.16,68.01,0.513,0.236,0.2509,1.58,1.01,0.2,0.0,2.0,2.0,3.24,0.82,3.04,0.46,2.1,2.1
769,2016,2016-12-03,1845,German Bundesliga,Leverkusen,Freiburg,78.54,65.2,0.6644,0.1357,0.1999,1.97,0.91,42.8,13.3,1.0,1.0,3.46,0.67,2.15,1.16,1.05,1.05
130,2016,2016-09-10,1845,German Bundesliga,Leverkusen,Hamburg SV,80.15,62.64,0.7262,0.0896,0.1842,1.9,0.69,62.6,32.3,3.0,1.0,2.23,0.44,2.01,0.93,2.63,1.05
1110,2016,2017-01-22,1845,German Bundesliga,Leverkusen,Hertha Berlin,78.07,71.73,0.5388,0.1991,0.2621,1.47,0.81,43.7,80.7,3.0,1.0,1.96,0.9,1.67,0.74,2.68,1.05
468,2016,2016-10-22,1845,German Bundesliga,Leverkusen,Hoffenheim,80.24,67.4,0.661,0.1387,0.2004,1.99,0.94,72.1,42.5,0.0,3.0,0.67,2.05,0.76,0.68,0.0,3.15
923,2016,2016-12-18,1845,German Bundesliga,Leverkusen,Ingolstadt,80.06,56.24,0.7165,0.0915,0.1921,1.83,0.64,58.4,46.6,1.0,2.0,0.69,2.17,0.54,2.04,1.05,2.1
1135,2016,2017-01-28,1845,German Bundesliga,Leverkusen,M'gladbach,78.72,68.94,0.5937,0.1621,0.2442,1.57,0.75,51.1,22.7,2.0,3.0,1.34,2.13,1.8,1.52,2.1,3.15
1375,2016,2017-02-25,1845,German Bundesliga,Leverkusen,Mainz,77.84,65.62,0.6471,0.1456,0.2073,1.89,0.91,35.4,15.0,0.0,2.0,1.15,1.27,1.4,1.09,0.0,2.1
637,2016,2016-11-18,1845,German Bundesliga,Leverkusen,RB Leipzig,78.99,76.07,0.4926,0.2397,0.2676,1.45,0.94,66.8,77.1,2.0,3.0,1.88,1.04,1.32,1.27,2.1,3.15
2059,2016,2017-04-28,1845,German Bundesliga,Leverkusen,Schalke 04,74.31,72.45,0.4787,0.2603,0.261,1.49,1.03,0.6,0.0,1.0,4.0,1.46,2.4,1.39,1.82,1.05,4.2
1508,2016,2017-03-10,1845,German Bundesliga,Leverkusen,Werder Bremen,75.19,64.53,0.6209,0.1746,0.2045,2.06,1.12,9.8,32.0,1.0,1.0,1.62,0.74,1.31,1.32,1.05,1.05
1700,2016,2017-04-02,1845,German Bundesliga,Leverkusen,Wolfsburg,75.39,69.85,0.5358,0.2195,0.2448,1.64,0.99,7.2,20.1,3.0,3.0,0.85,2.09,0.82,2.04,3.15,3.15
2162,2016,2017-05-06,1845,German Bundesliga,M'gladbach,Augsburg,73.44,60.44,0.6338,0.1459,0.2203,1.76,0.8,0.0,31.9,1.0,1.0,1.52,1.43,1.69,0.65,1.05,1.05
1623,2016,2017-03-19,1845,German Bundesliga,M'gladbach,Bayern Munich,73.52,94.71,0.1606,0.6228,0.2166,0.85,2.0,16.8,1.6,0.0,1.0,0.87,2.7,0.96,2.92,0.0,1.05
2384,2016,2017-05-20,1845,German Bundesliga,M'gladbach,Darmstadt,73.09,47.61,0.7009,0.1044,0.1947,1.92,0.7,0.0,0.0,2.0,2.0,2.43,0.82,2.67,0.97,2.1,2.1
1977,2016,2017-04-22,1845,German Bundesliga,M'gladbach,Dortmund,73.39,86.78,0.2659,0.4978,0.2364,1.29,1.76,0.0,0.5,2.0,3.0,0.73,1.87,0.99,1.62,2.1,3.15
518,2016,2016-10-28,1845,German Bundesliga,M'gladbach,Eintracht Frankfurt,73.62,71.88,0.4749,0.2586,0.2666,1.44,0.99,41.9,52.4,0.0,0.0,0.68,0.46,0.81,0.77,0.0,0.0
646,2016,2016-11-19,1845,German Bundesliga,M'gladbach,FC Koln,71.77,72.39,0.4384,0.2729,0.2887,1.23,0.89,17.9,51.1,1.0,2.0,2.13,0.47,2.44,0.45,1.05,2.1
1188,2016,2017-02-04,1845,German Bundesliga,M'gladbach,Freiburg,70.69,67.67,0.4957,0.2381,0.2662,1.42,0.93,14.5,15.3,3.0,0.0,1.97,0.55,1.5,1.67,2.42,0.0
401,2016,2016-10-15,1845,German Bundesliga,M'gladbach,Hamburg SV,71.92,59.39,0.6211,0.1515,0.2275,1.7,0.77,33.1,44.3,0.0,0.0,3.88,0.24,2.55,0.53,0.0,0.0
1736,2016,2017-04-05,1845,German Bundesliga,M'gladbach,Hertha Berlin,72.17,69.33,0.486,0.2341,0.2799,1.31,0.82,,,1.0,0.0,1.38,0.66,2.93,1.62,1.05,0.0
710,2016,2016-11-26,1845,German Bundesliga,M'gladbach,Hoffenheim,71.83,70.7,0.4623,0.2796,0.2581,1.52,1.11,15.7,50.6,1.0,1.0,1.64,0.78,2.07,1.46,1.05,1.05
283,2016,2016-09-24,1845,German Bundesliga,M'gladbach,Ingolstadt,73.78,56.85,0.5962,0.167,0.2369,1.64,0.79,44.1,34.8,2.0,0.0,0.79,0.35,0.83,0.72,1.95,0.0
91,2016,2016-08-27,1845,German Bundesliga,M'gladbach,Leverkusen,75.09,80.6,0.3691,0.3679,0.263,1.38,1.31,56.1,67.0,2.0,1.0,2.05,1.16,0.79,1.39,2.1,1.05
860,2016,2016-12-11,1845,German Bundesliga,M'gladbach,Mainz,70.14,67.29,0.5021,0.2413,0.2566,1.5,1.01,14.9,13.5,1.0,0.0,0.43,0.6,0.32,1.27,1.05,0.0
1347,2016,2017-02-19,1845,German Bundesliga,M'gladbach,RB Leipzig,72.15,76.37,0.3941,0.3142,0.2917,1.17,0.99,11.9,32.6,1.0,2.0,1.49,0.51,1.72,0.65,1.05,2.1
1458,2016,2017-03-04,1845,German Bundesliga,M'gladbach,Schalke 04,72.91,73.97,0.4309,0.2712,0.298,1.17,0.85,11.3,7.9,4.0,2.0,3.42,1.16,1.74,0.29,4.07,2.1
210,2016,2016-09-17,1845,German Bundesliga,M'gladbach,Werder Bremen,72.98,61.83,0.591,0.1894,0.2196,1.96,1.04,33.0,35.0,4.0,1.0,3.1,1.07,1.56,1.15,4.2,1.05
932,2016,2016-12-20,1845,German Bundesliga,M'gladbach,Wolfsburg,69.55,68.97,0.4626,0.2608,0.2766,1.32,0.93,,,1.0,2.0,1.73,2.41,1.74,0.96,1.05,2.1
1249,2016,2017-02-10,1845,German Bundesliga,Mainz,Augsburg,65.36,66.67,0.4305,0.2818,0.2876,1.23,0.9,17.0,9.8,2.0,0.0,1.53,0.39,1.04,0.7,2.1,0.0
760,2016,2016-12-02,1845,German Bundesliga,Mainz,Bayern Munich,67.7,91.96,0.1646,0.6367,0.1987,0.99,2.24,19.0,72.6,1.0,3.0,0.45,1.95,0.48,1.92,1.05,2.63
431,2016,2016-10-16,1845,German Bundesliga,Mainz,Darmstadt,70.0,50.73,0.618,0.1512,0.2308,1.67,0.74,33.4,42.3,2.0,1.0,2.87,2.03,1.93,1.74,2.1,1.05
1162,2016,2017-01-29,1845,German Bundesliga,Mainz,Dortmund,66.47,86.39,0.2183,0.5631,0.2186,1.18,1.99,9.9,45.1,1.0,1.0,0.67,1.46,0.91,1.57,1.05,1.05
2263,2016,2017-05-13,1845,German Bundesliga,Mainz,Eintracht Frankfurt,69.61,68.01,0.4597,0.2466,0.2937,1.21,0.77,60.1,0.0,4.0,2.0,1.88,1.65,1.96,0.46,3.68,2.1
1114,2016,2017-01-22,1845,German Bundesliga,Mainz,FC Koln,66.86,70.84,0.3978,0.3211,0.2812,1.25,1.05,13.6,38.7,0.0,0.0,0.58,0.43,1.01,1.67,0.0,0.0
647,2016,2016-11-19,1845,German Bundesliga,Mainz,Freiburg,68.15,66.93,0.4722,0.2736,0.2541,1.55,1.12,18.5,17.9,4.0,2.0,1.97,2.85,1.17,2.01,3.38,2.1
893,2016,2016-12-17,1845,German Bundesliga,Mainz,Hamburg SV,67.56,59.29,0.5548,0.201,0.2442,1.63,0.89,13.0,47.1,3.0,1.0,1.5,1.0,1.53,0.92,3.15,1.05
1871,2016,2017-04-15,1845,German Bundesliga,Mainz,Hertha Berlin,65.69,69.78,0.3984,0.314,0.2876,1.19,0.99,61.5,16.5,1.0,0.0,1.02,0.35,2.74,0.92,1.05,0.0
167,2016,2016-09-11,1845,German Bundesliga,Mainz,Hoffenheim,70.54,65.15,0.5249,0.2324,0.2427,1.68,1.07,33.9,24.7,4.0,4.0,0.72,2.25,0.96,1.6,4.2,4.2
525,2016,2016-10-29,1845,German Bundesliga,Mainz,Ingolstadt,68.32,56.51,0.5239,0.2254,0.2506,1.58,0.96,26.1,45.4,2.0,0.0,2.03,0.25,1.07,0.35,1.73,0.0
285,2016,2016-09-24,1845,German Bundesliga,Mainz,Leverkusen,71.21,78.91,0.3474,0.3906,0.262,1.32,1.35,46.2,57.1,2.0,3.0,1.49,2.43,0.61,2.89,2.1,3.15
2070,2016,2017-04-29,1845,German Bundesliga,Mainz,M'gladbach,69.55,73.12,0.4074,0.3248,0.2678,1.36,1.16,21.5,0.0,1.0,2.0,1.83,1.23,1.44,0.65,1.05,2.1
1739,2016,2017-04-05,1845,German Bundesliga,Mainz,RB Leipzig,65.48,75.27,0.334,0.3909,0.2751,1.16,1.24,,,2.0,3.0,3.0,1.57,1.73,1.46,2.1,2.88
1620,2016,2017-03-19,1845,German Bundesliga,Mainz,Schalke 04,66.24,73.85,0.3574,0.3635,0.2792,1.19,1.16,17.3,6.1,0.0,1.0,0.84,1.08,1.73,0.62,0.0,1.05
1319,2016,2017-02-18,1845,German Bundesliga,Mainz,Werder Bremen,66.68,62.64,0.4976,0.2553,0.247,1.66,1.12,13.2,51.4,0.0,2.0,1.13,0.5,1.87,0.74,0.0,2.1
1445,2016,2017-03-04,1845,German Bundesliga,Mainz,Wolfsburg,67.53,67.67,0.4518,0.2799,0.2683,1.39,1.03,9.2,38.8,1.0,1.0,0.96,0.9,1.0,0.63,1.05,1.05
345,2016,2016-09-30,1845,German Bundesliga,RB Leipzig,Augsburg,70.98,65.42,0.5152,0.2097,0.2751,1.35,0.75,47.6,22.7,2.0,1.0,0.98,0.4,1.41,0.48,2.1,1.05
2257,2016,2017-05-13,1845,German Bundesliga,RB Leipzig,Bayern Munich,78.12,94.13,0.1951,0.5713,0.2336,0.99,1.84,0.0,0.0,4.0,5.0,1.78,3.97,1.37,2.15,4.2,5.25
1646,2016,2017-04-01,1845,German Bundesliga,RB Leipzig,Darmstadt,74.0,46.63,0.7221,0.086,0.1919,1.84,0.58,34.9,2.1,4.0,0.0,3.71,1.55,2.45,0.8,3.73,0.0
146,2016,2016-09-10,1845,German Bundesliga,RB Leipzig,Dortmund,66.93,86.63,0.2173,0.5479,0.2348,1.04,1.77,29.1,41.2,1.0,0.0,0.82,0.6,0.98,1.19,1.05,0.0
1084,2016,2017-01-21,1845,German Bundesliga,RB Leipzig,Eintracht Frankfurt,77.55,73.37,0.5033,0.214,0.2828,1.32,0.76,51.3,80.6,3.0,0.0,2.52,0.54,1.78,0.18,3.15,0.0
1373,2016,2017-02-25,1845,German Bundesliga,RB Leipzig,FC Koln,76.51,72.08,0.5075,0.2144,0.2781,1.35,0.78,27.0,51.5,3.0,1.0,0.94,0.69,1.27,1.32,3.15,1.05
1872,2016,2017-04-15,1845,German Bundesliga,RB Leipzig,Freiburg,75.2,64.9,0.6069,0.1659,0.2271,1.73,0.88,0.5,1.6,4.0,0.0,1.05,0.8,1.2,1.02,3.68,0.0
1256,2016,2017-02-11,1845,German Bundesliga,RB Leipzig,Hamburg SV,78.79,60.91,0.7147,0.0873,0.198,1.75,0.59,32.5,51.3,0.0,3.0,1.17,1.5,1.64,0.65,0.0,2.63
889,2016,2016-12-17,1845,German Bundesliga,RB Leipzig,Hertha Berlin,78.05,72.46,0.529,0.1982,0.2728,1.38,0.76,71.7,70.6,2.0,0.0,1.15,0.14,2.2,0.33,2.1,0.0
1129,2016,2017-01-28,1845,German Bundesliga,RB Leipzig,Hoffenheim,79.4,74.03,0.5525,0.2011,0.2464,1.6,0.95,38.0,77.4,2.0,1.0,1.19,0.76,1.93,0.73,2.1,1.05
2069,2016,2017-04-29,1845,German Bundesliga,RB Leipzig,Ingolstadt,76.47,59.43,0.6259,0.1546,0.2195,1.79,0.88,0.2,71.0,0.0,0.0,1.17,0.39,1.99,0.57,0.0,0.0
1765,2016,2017-04-08,1845,German Bundesliga,RB Leipzig,Leverkusen,74.95,75.18,0.4571,0.2938,0.2491,1.6,1.25,1.1,1.2,1.0,0.0,1.31,0.63,1.35,1.54,1.05,0.0
262,2016,2016-09-21,1845,German Bundesliga,RB Leipzig,M'gladbach,70.08,73.92,0.4052,0.3275,0.2673,1.36,1.18,,,1.0,1.0,1.42,0.21,0.96,0.79,1.05,1.05
623,2016,2016-11-06,1845,German Bundesliga,RB Leipzig,Mainz,74.99,69.41,0.5637,0.1838,0.2525,1.48,0.86,76.1,33.9,3.0,1.0,2.52,0.73,2.28,0.89,3.15,1.05
777,2016,2016-12-03,1845,German Bundesliga,RB Leipzig,Schalke 04,78.27,75.07,0.5129,0.2217,0.2654,1.44,0.91,60.5,51.7,2.0,1.0,1.91,1.6,1.42,0.58,2.1,1.05
497,2016,2016-10-23,1845,German Bundesliga,RB Leipzig,Werder Bremen,72.71,62.62,0.5814,0.1835,0.2351,1.74,0.92,57.7,30.2,3.0,1.0,2.72,0.89,2.6,1.01,2.52,1.05
1514,2016,2017-03-11,1845,German Bundesliga,RB Leipzig,Wolfsburg,77.01,67.96,0.5928,0.1697,0.2375,1.63,0.84,6.5,34.7,0.0,1.0,0.56,2.16,1.49,0.95,0.0,1.05
1547,2016,2017-03-12,1845,German Bundesliga,Schalke 04,Augsburg,72.15,64.64,0.547,0.1867,0.2662,1.4,0.72,8.9,18.3,3.0,0.0,3.1,1.09,1.85,0.68,3.15,0.0
